tag,entries
Station_Panel_01,"[Space.Station_Panel_01]"
Station_Panel_02,"[Space.Station_Panel_02]"
Statue_Desk,"[Office.Statue_Desk]"
Statue_Desk_B,"[Office.Statue_Desk_B]"
Statue_Mineral_A,"[Misc.Statue_Mineral_A]"
Statue_Mineral_B,"[Misc.Statue_Mineral_B]"
Statue_Mineral_C,"[Misc.Statue_Mineral_C]"
Statue_Moon_Marble_A,"[Misc.Statue_Moon_Marble_A]"
Steamer_A,"[Apartment.Steamer_A]"
Steve Folson,"[Engineers.Steve Folson]"
Steven Mueller,"[Scientists.Steven Mueller]"
Stickynote,"[Data.Notes.Stickynote]"
Stickynote_Mimic,"[Data.Notes.Stickynote_Mimic]"
Stickynote_Stack,"[Data.Notes.Stickynote_Stack]"
StoneBlanchard,"[Engineers.StoneBlanchard]"
Stool_Apt_Bar_A,"[Apartment.Stool_Apt_Bar_A]"
Stool_Lab_A,"[Chairs.Stool_Lab_A]"
Stool_Lab_Short_A,"[Chairs.Stool_Lab_Short_A]"
StunGun,"[Weapons.StunGun]"
StunGunAmmo,"[Ammo.StunGunAmmo]"
StunGunAmmoFabPlan,"[Crafting.FabricationPlans.Ammo.StunGunAmmoFabPlan]"
Suit,"[Mods.Suit.BacklashBuff, Mods.Suit.DecreaseTraumaChance, Mods.Suit.EMP_Shielding, Mods.Suit.FallDamagesNPCs, Mods.Suit.FlashlightDuration, Mods.Suit.HeavyMachineryAssist, Mods.Suit.ImprovedStamina, Mods.Suit.LaserShield, Mods.Suit.LastChance, Mods.Suit.LeverageAssist, Mods.Suit.NeverDrunk, Mods.Suit.OnRobotDeath, Mods.Suit.PhysicalDamageShield, Mods.Suit.PlayerNotRecyclable, Mods.Suit.PropulsionUpgrade_I, Mods.Suit.PropulsionUpgrade_II, Mods.Suit.Random, Mods.Suit.RecyclerLootBonus, Mods.Suit.RecyclerLootLimiter, Mods.Suit.ReduceSpaceCrashDamage, Mods.Suit.ResistElectric, Mods.Suit.ResistEther, Mods.Suit.ResistFire, Mods.Suit.ResistRad, Mods.Suit.SlidingReduceDamage, Mods.Suit.SneakAttackRestoreHealth, Mods.Suit.SpringStep, Mods.Suit.SuitIntegrityBuff, Mods.Suit.WrenchKnockback]"
SuitIntegrityBuff,"[Mods.Suit.SuitIntegrityBuff]"
SuitMaint,"[Crafting.FabricationPlans.SuitMaint.OxygenBottleFabPlan, Crafting.FabricationPlans.SuitMaint.Random, Crafting.FabricationPlans.SuitMaint.SuitPatchKitFabPlan]"
SuitPatchKit,"[Player.SuitPatchKit]"
SuitPatchKitFabPlan,"[Crafting.FabricationPlans.SuitMaint.SuitPatchKitFabPlan]"
SunDriedTomatoJerky,"[Food.Bag.SunDriedTomatoJerky]"
Sylvian Bellamy,"[Scientists.Sylvian Bellamy]"
Sylvian Bellamy Husked,"[Scientists.Sylvian Bellamy Husked]"
Synthetic,"[Crafting.Ingredients.Synthetic]"
Table Hallway,"[Luxury.Table Hallway]"
Table Placemat,"[Luxury.Table Placemat]"
Table Rectangle,"[Luxury.Table Rectangle]"
Table Round,"[Luxury.Table Round]"
Table Round B,"[Luxury.Table Round B]"
Table_Chess_A,"[Luxury.Table_Chess_A]"
Table_Chess_A_Timer,"[Luxury.Table_Chess_A_Timer]"
Table_Lab_A,"[Science.Table_Lab_A]"
Table_Lounge_A,"[Luxury.Table_Lounge_A]"
Talia Brooks,"[Engineers.Talia Brooks]"
Tamiko Hayashi,"[Security.Tamiko Hayashi]"
Tana Vale,"[Engineers.Tana Vale]"
Tank Storage,"[Tech.Tank Storage]"
Tank_Eel_A,"[Misc.Tank_Eel_A]"
Tank_Eel_A_Open,"[Misc.Tank_Eel_A_Open]"
Tank_Eel_Lid_A,"[Misc.Tank_Eel_Lid_A]"
Tape Drive A,"[Tech.Tape Drive A]"
Tape_Dispenser,"[Office.Tape_Dispenser]"
Tarp_Fabric_A_Folded,"[Misc.Tarp_Fabric_A_Folded]"
TaserPistolFabPlan,"[Crafting.FabricationPlans.Weapon.TaserPistolFabPlan]"
Tea Pot,"[Luxury.Tea Pot]"
Teapot_Chinese_A,"[Kitchen.Teapot_Chinese_A]"
Tech,"[Tech.Cabinet Reel B, Tech.Cabinet Reel Single, Tech.Computer Cart, Tech.Computer Server A, Tech.Computer Server A2, Tech.Computer Server A3, Tech.Computer Server A4, Tech.Lens_LookingGlass_Center, Tech.LookingGlass_Hanging_Part_B, Tech.LookingGlass_Hanging_Part_B1, Tech.LookingGlass_Hanging_Part_B2, Tech.LookingGlass_Hanging_Part_B3, Tech.LookingGlass_Hanging_Part_B4, Tech.LookingGlass_Hanging_Part_C1, Tech.LookingGlass_Hanging_Part_C2, Tech.LookingGlass_Hanging_Part_C3, Tech.LookingGlass_Hanging_Part_C4, Tech.LookingGlass_Heatsinks_a1.cgf, Tech.Microphone, Tech.NeuromodCalibration, Tech.NeuromodCalibration_ManikinHead, Tech.Portable Computer, Tech.Reel_Rack, Tech.Reployer, Tech.Server_Box_A, Tech.Speaker_Floor, Tech.Tank Storage, Tech.Tape Drive A, Tech.Visor_LookingGlass_Prototype, Tech.Visor_LookingGlass_Prototype_Frame, Tech.Visor_LookingGlass_Prototype_Headband, Tech.Visor_LookingGlass_Prototype_wStand]"
Technopath,"[Overseers.Technopath]"
TechnopathElectricalHazard_0g,"[AlienPowers.TechnopathElectricalHazard_0g]"
TechnopathElectricalHazard_1g,"[AlienPowers.TechnopathElectricalHazard_1g]"
Telepath,"[Overseers.Telepath]"
TelepathProjectile,"[AlienPowers.TelepathProjectile]"
Tentacle_Large,"[ApexTentacle.Tentacle_Large]"
Tentacle_Large_Guard,"[ApexTentacle.Tentacle_Large_Guard]"
Tentacle_Medium,"[ApexTentacle.Tentacle_Medium]"
Tentacle_Medium_Guard,"[ApexTentacle.Tentacle_Medium_Guard]"
Tentacle_Small,"[ApexTentacle.Tentacle_Small]"
Tentacle_Small_Guard,"[ApexTentacle.Tentacle_Small_Guard]"
TestTubeSample,"[Crafting.RecyclerJunk.TestTubeSample]"
Test_Sim_Box_A,"[Apartment.Test_Sim_Box_A]"
Thaddeus York,"[Scientists.Thaddeus York]"
ThermalBlastBuff,"[Mods.Psychoscope.ThermalBlastBuff]"
ThermalPhantom,"[Phantoms.ThermalPhantom]"
Thomas Lutz,"[Engineers.Thomas Lutz]"
Thomas Tucker,"[Admin.Thomas Tucker]"
Thumb Drive,"[Data.Thumb Drive]"
Tin,"[Food.Tin.Caviar, Food.Tin.JelliedEels]"
Tina Snow,"[Engineers.Tina Snow]"
Tissuebox_A,"[Misc.Tissuebox_A]"
Tissuebox_A_Open,"[Misc.Tissuebox_A_Open]"
Titus Kromwell,"[Scientists.Titus Kromwell]"
Tizzy,"[Operators\Named.Tizzy]"
Tobias Frost,"[Scientists.Tobias Frost]"
Todd Matsuyama,"[Engineers.Todd Matsuyama]"
ToiletPaper_Roll,"[Apartment.ToiletPaper_Roll]"
ToiletPaper_Roll_Unbreakable,"[Apartment.ToiletPaper_Roll_Unbreakable]"
Tom Cooper,"[Engineers.Tom Cooper]"
Tomato,"[Food.Produce.Tomato]"
Tool_Measuring_A,"[Science.Tool_Measuring_A]"
Tool_Measuring_B,"[Science.Tool_Measuring_B]"
Tool_Measuring_C,"[Science.Tool_Measuring_C]"
Tool_Medical_A,"[Science.Tool_Medical_A]"
Tool_Medical_B,"[Science.Tool_Medical_B]"
Tool_Medical_C,"[Science.Tool_Medical_C]"
Tool_Medical_D,"[Science.Tool_Medical_D]"
Towels,"[Bathroom.Towels]"
ToyGun,"[Weapons.ToyGun]"
ToyGun9mm,"[Weapons.ToyGun9mm.Randomizer]"
ToyGunAmmoFabPlan,"[Crafting.FabricationPlans.Ammo.ToyGunAmmoFabPlan]"
ToyGunDarts,"[Ammo.ToyGunDarts]"
ToyGunEMP,"[Weapons.ToyGunEMP.Randomizer]"
ToyGunFabPlan,"[Crafting.FabricationPlans.Weapon.ToyGunFabPlan]"
ToyGunFoam,"[Weapons.ToyGunFoam.Randomizer]"
ToyGunGLOO,"[Weapons.ToyGunGLOO.Randomizer]"
ToyGunLure,"[Weapons.ToyGunLure.Randomizer]"
ToyGunNightmarish,"[Weapons.ToyGunNightmarish.Randomizer]"
ToyGunNullwave,"[Weapons.ToyGunNullwave.Randomizer]"
ToyGunPhantasmic,"[Weapons.ToyGunPhantasmic.Randomizer]"
ToyGunRecycler,"[Weapons.ToyGunRecycler.Randomizer]"
ToyGunTelepathic,"[Weapons.ToyGunTelepathic.Randomizer]"
ToyGunVoltaic,"[Weapons.ToyGunVoltaic.Randomizer]"
ToygunDart_Default,"[Bullets.ToygunDart_Default]"
Tracer_Default,"[Bullets.Tracer_Default]"
TrackingChip,"[Data.TrackingChip]"
TranScribe,"[Data.TranScribe]"
Transtar_Logo,"[Misc.Transtar_Logo]"
TraumaPharmas,"[Medical.TraumaPharmas.AntiBleed, Medical.TraumaPharmas.AntiBleed_2, Medical.TraumaPharmas.AntiBurn, Medical.TraumaPharmas.AntiBurn_2, Medical.TraumaPharmas.AntiConcussion, Medical.TraumaPharmas.AntiConcussion_2, Medical.TraumaPharmas.AntiCripple, Medical.TraumaPharmas.AntiCripple_2, Medical.TraumaPharmas.AntiRad, Medical.TraumaPharmas.Random]"
Trauma_Cart,"[Science.Trauma_Cart]"
Tray_Metal_A,"[Misc.Tray_Metal_A]"
TreasureHuntModFabPlan_Bad,"[Crafting.FabricationPlans.TreasureHuntModFabPlan_Bad]"
TreasureHuntModFabPlan_Good,"[Crafting.FabricationPlans.TreasureHuntModFabPlan_Good]"
Trevor J Young,"[Scientists.Trevor J Young]"
Trowel,"[Garden.Trowel]"
TurretFabPlan,"[Crafting.FabricationPlans.TurretFabPlan]"
TurretPickup,"[Misc.TurretPickup]"
TurretRound_Default,"[Bullets.TurretRound_Default]"
Turret_Default,"[Turrets.Turret_Default]"
Turrets,"[Turrets.Turret_Default]"
TyphonCortex,"[Crafting.RecyclerJunk.Exotic.TyphonCortex]"
TyphonGanglion,"[Crafting.RecyclerJunk.Exotic.TyphonGanglion]"
TyphonPlasma,"[Crafting.RecyclerJunk.Exotic.TyphonPlasma]"
UdonNoodles,"[Food.Bowl.UdonNoodles]"
Umi Isaka,"[Engineers.Umi Isaka]"
Unique,"[Weapons.Unique.Pistol_Golden, Weapons.Unique.Shotgun_Golden]"
UsedCigar,"[Crafting.RecyclerJunk.UsedCigar]"
Vanya Razin,"[Volunteer.Vanya Razin]"
Vase_A,"[Misc.Vase_A]"
Vase_B,"[Misc.Vase_B]"
Vase_C,"[Misc.Vase_C]"
Veer Singh,"[Security.Veer Singh]"
VeggieBlend,"[Food.Bag.VeggieBlend]"
VideoGame_A,"[Apartment.VideoGame_A]"
Vincent Schubel,"[Engineers.Vincent Schubel]"
Visor_LookingGlass_Prototype,"[Tech.Visor_LookingGlass_Prototype]"
Visor_LookingGlass_Prototype_Frame,"[Tech.Visor_LookingGlass_Prototype_Frame]"
Visor_LookingGlass_Prototype_Headband,"[Tech.Visor_LookingGlass_Prototype_Headband]"
Visor_LookingGlass_Prototype_wStand,"[Tech.Visor_LookingGlass_Prototype_wStand]"
Vodka,"[Food.Alcohol.Vodka]"
VoltaicPhantom,"[Phantoms.VoltaicPhantom]"
Voltmeter,"[Science.Voltmeter]"
Volunteer,"[Volunteer.Aaron Ingram (Armed), Volunteer.Aaron Ingram (Unarmed), Volunteer.Adrian Holland, Volunteer.Evgeni Charzov, Volunteer.Jordan Yax, Volunteer.Kolya Korneyev, Volunteer.Luka Golubkin, Volunteer.Neno Nikolic, Volunteer.Oksana Groysman, Volunteer.Vanya Razin, Volunteer.VolunteerB, Volunteer.VolunteerC, Volunteer.VolunteerD, Volunteer.VolunteerE, Volunteer.VolunteerF, Volunteer.VolunteerG, Volunteer.VolunteerH, Volunteer.VolunteerI, Volunteer.VolunteerJ, Volunteer.Yuri Andronov, Volunteer.Zhao Sun, Volunteer._ArkHumanVolunteer]"
VolunteerB,"[Volunteer.VolunteerB]"
VolunteerC,"[Volunteer.VolunteerC]"
VolunteerD,"[Volunteer.VolunteerD]"
VolunteerE,"[Volunteer.VolunteerE]"
VolunteerF,"[Volunteer.VolunteerF]"
VolunteerG,"[Volunteer.VolunteerG]"
VolunteerH,"[Volunteer.VolunteerH]"
VolunteerI,"[Volunteer.VolunteerI]"
VolunteerJ,"[Volunteer.VolunteerJ]"
Wall_Debrief_A,"[Static_ArkLights.Wall_Debrief_A]"
WaterPressureRegulator,"[Crafting.FabricationPlans.WaterPressureRegulator, MissionItems.WaterPressureRegulator]"
Weapon,"[Crafting.FabricationPlans.Weapon.GooGunFabPlan, Crafting.FabricationPlans.Weapon.InstalaserFabPlan, Crafting.FabricationPlans.Weapon.PistolFabPlan, Crafting.FabricationPlans.Weapon.Random, Crafting.FabricationPlans.Weapon.ShotgunFabPlan, Crafting.FabricationPlans.Weapon.ShotgunPreorderFabPlan, Crafting.FabricationPlans.Weapon.TaserPistolFabPlan, Crafting.FabricationPlans.Weapon.ToyGunFabPlan, Crafting.FabricationPlans.Weapon.WrenchFabPlan, Mods.Weapon.WeaponUpgradeKit]"
WeaponKitFabPlan,"[Crafting.FabricationPlans.WeaponKitFabPlan]"
WeaponUpgradeKit,"[Mods.Weapon.WeaponUpgradeKit]"
Weapons,"[Weapons.GooGun, Weapons.GooGun9mm.Randomizer, Weapons.GooGunEMP.Randomizer, Weapons.GooGunFoam.Randomizer, Weapons.GooGunGLOO.Randomizer, Weapons.GooGunLure.Randomizer, Weapons.GooGunNightmarish.Randomizer, Weapons.GooGunNullwave.Randomizer, Weapons.GooGunPhantasmic.Randomizer, Weapons.GooGunRecycler.Randomizer, Weapons.GooGunTelepathic.Randomizer, Weapons.GooGunVoltaic.Randomizer, Weapons.Instalaser, Weapons.Pistol, Weapons.Pistol9mm.Randomizer, Weapons.PistolEMP.Randomizer, Weapons.PistolFoam.Randomizer, Weapons.PistolGLOO.Randomizer, Weapons.PistolLure.Randomizer, Weapons.PistolNightmarish.Randomizer, Weapons.PistolNullwave.Randomizer, Weapons.PistolPhantasmic.Randomizer, Weapons.PistolRecycler.Randomizer, Weapons.PistolTelepathic.Randomizer, Weapons.PistolVoltaic.Randomizer, Weapons.Shotgun, Weapons.Shotgun9mm.Randomizer, Weapons.ShotgunEMP.Randomizer, Weapons.ShotgunFoam.Randomizer, Weapons.ShotgunGLOO.Randomizer, Weapons.ShotgunLure.Randomizer, Weapons.ShotgunNightmarish.Randomizer, Weapons.ShotgunNullwave.Randomizer, Weapons.ShotgunPhantasmic.Randomizer, Weapons.ShotgunRecycler.Randomizer, Weapons.ShotgunTelepathic.Randomizer, Weapons.ShotgunVoltaic.Randomizer, Weapons.StunGun, Weapons.ToyGun, Weapons.ToyGun9mm.Randomizer, Weapons.ToyGunEMP.Randomizer, Weapons.ToyGunFoam.Randomizer, Weapons.ToyGunGLOO.Randomizer, Weapons.ToyGunLure.Randomizer, Weapons.ToyGunNightmarish.Randomizer, Weapons.ToyGunNullwave.Randomizer, Weapons.ToyGunPhantasmic.Randomizer, Weapons.ToyGunRecycler.Randomizer, Weapons.ToyGunTelepathic.Randomizer, Weapons.ToyGunVoltaic.Randomizer, Weapons.Unique.Pistol_Golden, Weapons.Unique.Shotgun_Golden, Weapons.Wrench]"
Weaver,"[Overseers.Weaver]"
WeddingRing,"[MissionItems.WeddingRing]"
Whiteboard,"[Office.Whiteboard]"
Whiteboard_Eraser,"[Office.Whiteboard_Eraser]"
Whiteboard_Markers,"[Office.Whiteboard_Markers]"
Will Mitchell,"[Admin.Will Mitchell]"
WireSpool,"[Crafting.RecyclerJunk.WireSpool]"
Wood_Panel,"[Misc.Wood_Panel]"
Wrench,"[Weapons.Wrench]"
WrenchFabPlan,"[Crafting.FabricationPlans.Weapon.WrenchFabPlan]"
WrenchKnockback,"[Mods.Suit.WrenchKnockback]"
WrenchModFabPlan,"[Crafting.FabricationPlans.WrenchModFabPlan]"
Xray_Head_Double_A,"[Science.Xray_Head_Double_A]"
YellowTulipInvite,"[Apartment.YellowTulipInvite]"
Yellow_Tulips_A_Pickup,"[Crafting.RecyclerJunk.Yellow_Tulips_A_Pickup]"
Yuri Andronov,"[Volunteer.Yuri Andronov]"
Zachary West,"[Engineers.Zachary West]"
ZeroGSuit,"[Player.ZeroGSuit]"
ZeroGSuit_Cinematic,"[Player.ZeroGSuit_Cinematic]"
Zhao Sun,"[Volunteer.Zhao Sun]"
_ArkHumanAdmin,"[Admin._ArkHumanAdmin]"
_ArkHumanAdminFemale,"[Admin._ArkHumanAdminFemale]"
_ArkHumanEngineer,"[Engineers._ArkHumanEngineer]"
_ArkHumanEngineerFemale,"[Engineers._ArkHumanEngineerFemale]"
_ArkHumanScientist,"[Scientists._ArkHumanScientist]"
_ArkHumanScientistFemale,"[Scientists._ArkHumanScientistFemale]"
_ArkHumanSecurity,"[Security._ArkHumanSecurity]"
_ArkHumanSecurityFemale,"[Security._ArkHumanSecurityFemale]"
_ArkHumanVolunteer,"[Volunteer._ArkHumanVolunteer]"
_CARRYABLE,"[Apartment.Bin_Fabric_A, Apartment.Bin_Parts_A, Apartment.Boltcase_A, Apartment.Bottle_Cleaner_A, Apartment.Bottle_Soap_A, Apartment.Chair Fake Transtar, Apartment.Chair_Apt_Computer_A, Apartment.CoffeeTable_Apt, Apartment.Couch Apt, Apartment.Couch Hallway, Apartment.Dinner_Plate, Apartment.GameConsole_Controller, Apartment.MilitaryOperator_Gunless, Apartment.Monitor_Apt_A, Apartment.OperatorPart_Cartridge, Apartment.OperatorPart_Chassis, Apartment.OperatorPart_Engine, Apartment.OperatorPart_Exhaust, Apartment.OperatorPart_Eye, Apartment.Photo Family, Apartment.Pizzabox_A, Apartment.Shelf_Furniture_Apt, Apartment.Steamer_A, Apartment.Stool_Apt_Bar_A, Apartment.Test_Sim_Box_A, Apartment.ToiletPaper_Roll, Apartment.ToiletPaper_Roll_Unbreakable, Apartment.VideoGame_A, Bathroom.Bucket_A, Bathroom.Cleaner_Large, Bathroom.Cleaner_Small, Bathroom.Shampoo_Large, Bathroom.Shampoo_Small, Bathroom.ShavingCream_Female, Bathroom.ShavingCream_Male, Bathroom.Soap, Bathroom.Towels, Boxes-Crates.Box_Folders_Closed, Boxes-Crates.Cardboard_Box_100x50x100, Boxes-Crates.Cardboard_Box_30x20x20, Boxes-Crates.Cardboard_Box_50x25x40, Boxes-Crates.Cardboard_Box_70x35x35, Boxes-Crates.Cardboard_Box_80x180x40, Boxes-Crates.Cardboard_Box_80x80x80, Boxes-Crates.Cardboard_Box_Damaged, Boxes-Crates.Cargo_A_Large, Boxes-Crates.Cargo_A_Small, Boxes-Crates.Cargo_A_Small_2, Boxes-Crates.Crate_B, Boxes-Crates.Crate_B_Large, Boxes-Crates.Crate_B_Med, Boxes-Crates.Crate_Small_A, Chairs.Bench_Leather, Chairs.Bench_Leather_Single, Chairs.Chair_BarStool, Chairs.Chair_Boss, Chairs.Chair_Breakroom, Chairs.Chair_Conference_A, Chairs.Chair_Dining, Chairs.Chair_Dining_Apartment, Chairs.Chair_Lab_A, Chairs.Chair_Office_A, Chairs.Stool_Lab_A, Chairs.Stool_Lab_Short_A, Gameplay.Debris_Panel_01, Gameplay.Roof_Panel_PowerSource, Garden.Bag_Garden, Garden.Bag_Garden_Stack, Garden.Can_Water, Garden.Rock_Small, Garden.Shears, Garden.Trowel, Gym.Dumbbell_III_Large, Gym.Dumbbell_II_Medium, Gym.Dumbbell_I_Small, Gym.Kettle_Bell_A, Industrial.Detail_Tank_Large_A_Part2, Industrial.Detail_Tank_Large_A_Part3, Industrial.Detail_Tank_Large_A_Part5, Industrial.Fan_Utility_Blades, Industrial.GUT_Pipe_Large_Chunk1, Industrial.GUT_Pipe_Large_Chunk2, Industrial.Girder_Hub_01, Industrial.Laser_Lab_A_Part_3, Industrial.Palette_A, Industrial.Security_Cage, Industrial.Sign_Radiation_A, Kitchen.Coffee_Mug_A, Kitchen.Coffee_Mug_B, Kitchen.Cup, Kitchen.Glass_Bottle, Kitchen.Grinder, Kitchen.Kitchen_Plate, Kitchen.Ladle, Kitchen.Neo_Bottle, Kitchen.Orange_Bottle, Kitchen.Skimmer, Kitchen.Teapot_Chinese_A, Light_Fixtures.Light_Worklight_A, Luxury.Ashtray, Luxury.Bass_A_Base, Luxury.Chair_Lounge_A, Luxury.Coffee Table A, Luxury.Coffee Table B, Luxury.Decanter, Luxury.Gilded Tray, Luxury.Kettle, Luxury.Martini Glass, Luxury.Martini Shaker, Luxury.Martini Tumbler, Luxury.PingPong_Paddle_A, Luxury.Serving Cart, Luxury.SideTable_A, Luxury.Sign_Stand_A, Luxury.SmokingSet_A_Ashtray, Luxury.SmokingSet_A_Cigarbox, Luxury.Sofa, Luxury.Sofa Chair, Luxury.Table Hallway, Luxury.Table Round, Luxury.Table Round B, Luxury.Table_Chess_A, Luxury.Table_Chess_A_Timer, Luxury.Table_Lounge_A, Luxury.Tea Pot, Mimic_Placeholder.Carry_Placeholder_Xlarge, Mimic_Placeholder.Mimic_Placeholder_Large, Mimic_Placeholder.Mimic_Placeholder_Medium, Mimic_Placeholder.Mimic_Placeholder_Small, Misc.Amp_Guitar_A, Misc.Brush_Toilet_A, Misc.Cart_Laundry_A, Misc.Case_Display_B_Broken_Small, Misc.Clothes_Bin_A, Misc.Clothes_Bin_A_Loose, Misc.Clothes_Shoes_A_Female1_L, Misc.Clothes_Shoes_A_Female1_R, Misc.Clothes_Shoes_A_Male1_L, Misc.Clothes_Shoes_A_Male1_R, Misc.Cosmonaut_GloveL, Misc.Cosmonaut_GloveR, Misc.Cosmonaut_Helmet, Misc.Cot_A, Misc.Cot_Rollup, Misc.Gaming_DiceTube_A, Misc.Globe_1, Misc.Globe_2, Misc.Grate_A_NeoDeco, Misc.Guitar_A, Misc.Guitar_A_Stand, Misc.Headphones, Misc.Keytar_A, Misc.Lobby_Lectern, Misc.Luggage_Cart, Misc.Morgan_MessengerBag_Male, Misc.Morgan_Purse_Female, Misc.Oil_Canister , Misc.Paint_Bottles, Misc.Pillow_Bed, Misc.Pillow_Bed2, Misc.Pillow_Bed3, Misc.Pillow_Throw, Misc.Pipe_Chunk_Large_A, Misc.Pipe_Chunk_Large_A2, Misc.Pipe_Chunk_Medium_A, Misc.Pipe_Chunk_Medium_A2, Misc.Post_Divider_A, Misc.Post_Divider_A_RedRope, Misc.Poster_Movie_Stand, Misc.Poster_Movie_Stand_Blank, Misc.Rock_Tile, Misc.SignPole, Misc.Sign_Maintenance_A, Misc.Sign_NoEntry_Industrial, Misc.Sign_WetFloor, Misc.Statue_Mineral_A, Misc.Statue_Mineral_B, Misc.Statue_Mineral_C, Misc.Statue_Moon_Marble_A, Misc.Tank_Eel_A, Misc.Tank_Eel_A_Open, Misc.Tank_Eel_Lid_A, Misc.Tarp_Fabric_A_Folded, Misc.Tissuebox_A, Misc.Tissuebox_A_Open, Misc.Tray_Metal_A, Misc.Vase_A, Misc.Vase_B, Misc.Vase_C, Misc.Wood_Panel, Office.Binder_A, Office.Binder_A2, Office.Binder_A3, Office.Binder_A4, Office.Calendar, Office.Clock_Desk, Office.Desk_Box, Office.Desk_Fan, Office.Desk_Plant, Office.Divider, Office.Filecase, Office.Folders_Tied_A, Office.Folders_Tied_A2, Office.PaperTray, Office.Pencil_Case_A, Office.Phone_Desk, Office.Plant_Potted_E, Office.Statue_Desk, Office.Statue_Desk_B, Office.Tape_Dispenser, Office.Whiteboard, Office.Whiteboard_Markers, Science.Alembic_A_1, Science.Alembic_A_2, Science.Alembic_A_3, Science.Compression_Wrap, Science.Culture_Counter, Science.Flask_A, Science.Flask_B, Science.Flask_Base, Science.Flask_C, Science.Gauzebox_A, Science.Glovebox_A, Science.Gurney, Science.Hotplate, Science.IVStand, Science.Lab_Magnifier, Science.Microscope, Science.Prototype_Neuromod_A, Science.ScrewBin, Science.ScrewBin2, Science.ScrewBin3, Science.Soldering_Iron, Science.Specimen_A, Science.Specimen_B, Science.Tool_Measuring_A, Science.Tool_Measuring_B, Science.Tool_Measuring_C, Science.Tool_Medical_A, Science.Tool_Medical_B, Science.Tool_Medical_C, Science.Tool_Medical_D, Science.Trauma_Cart, Science.Voltmeter, Space.Robot_Construction_A_Arm, Space.Solar_Panel_Dmg_02, Space.Solar_Panel_Dmg_03, Space.Solar_Panel_Dmg_04, Space.Solar_Panel_Dmg_06, Space.Solar_Panel_Small, Space.Soviet_Spacecraft_Door, Space.Station_Panel_01, Space.Station_Panel_02, Tech.Cabinet Reel Single, Tech.Computer Cart, Tech.Lens_LookingGlass_Center, Tech.LookingGlass_Hanging_Part_B, Tech.LookingGlass_Hanging_Part_B1, Tech.LookingGlass_Hanging_Part_B2, Tech.LookingGlass_Hanging_Part_B3, Tech.LookingGlass_Hanging_Part_B4, Tech.LookingGlass_Hanging_Part_C1, Tech.LookingGlass_Hanging_Part_C2, Tech.LookingGlass_Hanging_Part_C3, Tech.LookingGlass_Hanging_Part_C4, Tech.Microphone, Tech.NeuromodCalibration, Tech.NeuromodCalibration_ManikinHead, Tech.Portable Computer, Tech.Reel_Rack, Tech.Reployer, Tech.Server_Box_A, Tech.Tank Storage, Tech.Tape Drive A, Tech.Visor_LookingGlass_Prototype, Tech.Visor_LookingGlass_Prototype_Frame, Tech.Visor_LookingGlass_Prototype_Headband, Tech.Visor_LookingGlass_Prototype_wStand]"
_CONSUMABLE,"[EMPGrenadeWeapon, Food.Alcohol.Bourbon, Food.Alcohol.Champagne, Food.Alcohol.DuckBeer, Food.Alcohol.Gin, Food.Alcohol.Moonshine, Food.Alcohol.Random, Food.Alcohol.Vodka, Food.Bag.BigBangCandy, Food.Bag.Glucassist, Food.Bag.SunDriedTomatoJerky, Food.Bag.VeggieBlend, Food.Bowl.BananaPudding, Food.Bowl.DimSum, Food.Bowl.UdonNoodles, Food.Box.BliniCakes, Food.Box.CrispyFrites, Food.Box.FishSticks, Food.Box.LemonPieSlice, Food.Box.SkeksisUnagiRollz, Food.Box.SpiraliteCookies, Food.Can.GreenTea, Food.Can.KafeKarsk, Food.Can.PopStar, Food.Produce.Apple, Food.Produce.Banana, Food.Produce.BananaBunch, Food.Produce.BluePomegranate, Food.Produce.Lemon, Food.Produce.Tomato, Food.Random, Food.Tin.Caviar, Food.Tin.JelliedEels, LureGrenadeWeapon, Medical.MedKit, Medical.PsiHypo, Medical.TraumaPharmas.AntiBleed, Medical.TraumaPharmas.AntiBleed_2, Medical.TraumaPharmas.AntiBurn, Medical.TraumaPharmas.AntiBurn_2, Medical.TraumaPharmas.AntiConcussion, Medical.TraumaPharmas.AntiConcussion_2, Medical.TraumaPharmas.AntiCripple, Medical.TraumaPharmas.AntiCripple_2, Medical.TraumaPharmas.AntiRad, Medical.TraumaPharmas.Random, MissionItems.MM_Superfruit, NullwaveTransmitterWeapon, Player.O2Bottle, Player.SuitPatchKit, RecyclerGrenadeWeapon]"
